-43-DB  :Shenzhen ViewAt Technology Co.,Ltd. 
-21-36  :ARRIS Group, Inc.
-24-C1  :ARRIS Group, Inc.
-75-4A  :ARRIS Group, Inc.
-FC-89  :ARRIS Group, Inc.
-64-4B  :ARRIS Group, Inc.
-7A-60  :ARRIS Group, Inc.
-E0-58  :ARRIS Group, Inc.
-36-76  :ARRIS Group, Inc.
-1C-A8  :AirTies Wireless Networks
-17-D5  :Samsung Electronics Co.,Ltd
-12-47  :Samsung Electronics Co.,Ltd
-12-1D  :Samsung Electronics Co.,Ltd
-48-98  :Samsung Electronics Co.,Ltd
-09-D8  :SAMSUNG ELECTRO-MECHANICS(THAILAND)
-79-A7  :SAMSUNG ELECTRO-MECHANICS(THAILAND)
-23-39  :Samsung Electronics Co.,Ltd
-87-D8  :Samsung Electronics Co.,Ltd
-46-17  :Samsung Electronics Co.,Ltd
-01-BB  :Samsung Electronics Co.,Ltd
-0A-94  :Samsung Electronics Co.,Ltd
-57-EF  :Samsung Electronics Co.,Ltd
-66-AA  :Samsung Electronics Co.,Ltd
-C3-8B  :Samsung Electronics Co.,Ltd
-1E-E2  :Samsung Electronics Co.,Ltd
-1C-43  :Samsung Electronics Co.,Ltd
-1D-25  :Samsung Electronics Co.,Ltd
-5A-37  :Samsung Electronics Co.,Ltd
-9B-12  :Samsung Electronics Co.,Ltd
-8B-FE  :Samsung Electronics Co.,Ltd
-26-5D  :Samsung Electronics Co.,Ltd
-E8-B2  :Samsung Electronics Co.,Ltd
-08-C2  :Samsung Electronics Co.,Ltd
-C4-E7  :Samsung Electronics Co.,Ltd
-90-E8  :Samsung Electronics Co.,Ltd
-AA-8B  :Samsung Electronics Co.,Ltd
-C6-96  :Samsung Electronics Co.,Ltd
-1E-B0  :Samsung Electronics Co.,Ltd
-D3-90  :Samsung Electronics Co.,Ltd
-31-11  :Samsung Electronics Co.,Ltd
-BE-00  :Samsung Electronics Co.,Ltd
-52-1A  :Samsung Electronics Co.,Ltd
-D2-76  :HUAWEI TECHNOLOGIES CO.,LTD
-25-AD  :Samsung Electronics Co.,Ltd
-D9-FB  :Samsung Electronics Co.,Ltd
-17-C9  :Samsung Electronics Co.,Ltd
-16-6B  :Samsung Electronics Co.,Ltd
-16-6C  :Samsung Electronics Co.,Ltd
-7C-F9  :Samsung Electronics Co.,Ltd
-18-7C  :SAMSUNG ELECTRO MECHANICS CO., LTD.
-1F-19  :SAMSUNG ELECTRO MECHANICS CO., LTD.
-CC-F8  :SAMSUNG ELECTRO MECHANICS CO., LTD.
-0C-82  :SAMSUNG ELECTRO MECHANICS CO., LTD.
-21-19  :SAMSUNG ELECTRO MECHANICS CO., LTD.
-24-54  :Samsung Electronics Co.,Ltd
-D5-BF  :Samsung Electronics Co.,Ltd
-CD-A7  :Samsung Electronics Co.,Ltd
-0A-5B  :SAMSUNG ELECTRO MECHANICS CO., LTD.
-35-30  :Hon Hai Precision Ind. Co.,Ltd.
-0E-D5  :Hon Hai Precision Ind. Co.,Ltd.
-27-88  :Hon Hai Precision Ind. Co.,Ltd.
-14-A4  :Hon Hai Precision Ind. Co.,Ltd.
-16-CE  :Hon Hai Precision Ind. Co.,Ltd.
-1D-D9  :Hon Hai Precision Ind. Co.,Ltd.
-1F-E2  :Hon Hai Precision Ind. Co.,Ltd.
-22-69  :Hon Hai Precision Ind. Co.,Ltd.
-49-0F  :Hon Hai Precision Ind. Co.,Ltd.
-56-5A  :Hon Hai Precision Ind. Co.,Ltd.
-1F-3A  :Hon Hai Precision Ind. Co.,Ltd.
-63-13  :Hon Hai Precision Ind. Co.,Ltd.
-E4-00  :Hon Hai Precision Ind. Co.,Ltd.
-7C-B5  :Hon Hai Precision Ind. Co.,Ltd.
-55-F9  :Hon Hai Precision Ind. Co.,Ltd.
-38-96  :Hon Hai Precision Ind. Co.,Ltd.
-33-7A  :Hon Hai Precision Ind. Co.,Ltd.
-D1-B8  :Hon Hai Precision Ind. Co.,Ltd.
-E2-44  :Hon Hai Precision Ind. Co.,Ltd.
-F7-72  :Hon Hai Precision Ind. Co.,Ltd.
-48-9A  :Hon Hai Precision Ind. Co.,Ltd.
-39-E5  :Hon Hai Precision Ind. Co.,Ltd.
-86-13  :Beijing Zhoenet Technology Co., Ltd
-B2-1E  :CHIPSEA TECHNOLOGIES (SHENZHEN) CORP.
-3F-98  :CMITECH
-72-BF  :Murata Manufacturing Co., Ltd.
-0B-03  :Hangzhou H3C Technologies Co., Limited
-9F-05  :GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
-14-37  :Hangzhou Hikvision Digital Technology Co.,Ltd.
-4C-CF  :Pulzze Systems, Inc
-52-1A  :Nokia
-DB-FC  :Nokia
-3E-60  :Nokia
-E3-3F  :Nokia
-54-CF  :PROBEDIGITAL CO.,LTD
-D5-BF  :Intel Corporate
-7E-75  :Samsung Electronics Co.,Ltd
-23-3A  :Samsung Electronics Co.,Ltd
-9D-3E  :Integrated Device Technology (Malaysia) Sdn. Bhd.
-8A-69  :Korea Image Technology Co., Ltd
-B6-4F  :Juniper Networks
-0D-30  :Shenzhen Feasycom Technology Co., Ltd.
-87-31  :Cisco Systems, Inc
-EF-FA  :Lemobile Information Technology (Beijing) Co., Ltd.
-95-A0  :Google, Inc.
-05-EE  :Vanderbilt International (SWE) AB 
-D5-47  :ASUSTek COMPUTER INC.
-3A-21  :IEEE Registration Authority
-F9-5D  :HUAWEI TECHNOLOGIES CO.,LTD
-21-F1  :HUAWEI TECHNOLOGIES CO.,LTD
-79-90  :HUAWEI TECHNOLOGIES CO.,LTD
-FD-17  :TCT mobile ltd
-8B-CD  :Alcatel-Lucent Shanghai Bell Co., Ltd
-3E-D7  :Arcadyan Corporation
-88-94  :shenzhen lensun Communication Technology LTD
-A4-D0  :Samsung Electronics Co.,Ltd
-B0-CE  :Viveris Technologies
-0D-B9  :Cree, Inc.
-FE-0D  :MAXIO
-9A-C1  :Apple, Inc.
-79-60  :Apple, Inc.
-8B-A0  :Apple, Inc.
-40-BB  :Dell Inc.
-2D-83  :GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
-4F-BD  :SICHUAN TIANYI COMHEART TELECOMCO.,LTD
-B0-E1  :Cisco Systems, Inc
-32-75  :Apple, Inc.
-06-F4  :Prime Electronics & Satellitics Inc.
-E7-7B  :SICHUAN TIANYI COMHEART TELECOMCO.,LTD
-A4-3C  :Ubiquiti Networks Inc.
-E9-0B  :CVT CO.,LTD
-8A-20  :Ubiquiti Networks Inc.
-EE-52  :TP-LINK TECHNOLOGIES CO.,LTD.
-5C-44  :Compal Broadband Networks, Inc.
-37-2B  :SICHUAN TIANYI COMHEART TELECOMCO.,LTD
-D8-6C  :SHENZHEN FAST TECHNOLOGIES CO.,LTD
-E1-73  :IEEE Registration Authority
-60-E7  :MPGIO CO.,LTD
-0E-3D  :SAMSUNG ELECTRO-MECHANICS(THAILAND)
-C4-4A  :zte corporation
-3A-9D  :Alarm.com
-BB-C1  :CANON INC.
-14-B3  :Airwire Technologies
-C2-60  :Oracle Corporation 
-71-83  :Juniper Networks
-59-DC  :Cisco Systems, Inc
-61-2F  :Avaya Inc
-F8-5C  :Private
-C0-E1  :IEEE Registration Authority
-74-9C  :Ruijie Networks Co.,LTD
-27-1C  :MERCURY CORPORATION
-D9-E3  :Eltex Enterprise Ltd.
-98-F3  :Rheem Australia Pty Ltd
-1C-E7  :Intel Corporate
-94-70  :Kinestral Technologies, Inc.
-6A-B7  :ARRIS Group, Inc.
-21-9D  :Cal-Comp Electronics & Communications Company Ltd.
-0B-2E  :Cal-Comp Electronics & Communications Company Ltd.
-5B-DD  :Aerohive Networks Inc.
-EA-44  :Aerohive Networks Inc.
-6B-8D  :Nutanix
-38-DF  :Cisco Systems, Inc
-99-24  :ARRIS Group, Inc.
-6B-F1  :Cisco Systems, Inc
-81-DA  :SHANGHAI PHICOMM COMMUNICATION CO.,LTD
-D2-5F  :SmartCap Technologies
-FA-43  :HUAWEI TECHNOLOGIES CO.,LTD
-5F-94  :HUAWEI TECHNOLOGIES CO.,LTD
-11-BF  :Zhejiang Dahua Technology Co., Ltd.
-0D-9A  :Mellanox Technologies, Inc.
-00-64  :Yokogawa Digital Computer Corporation
-23-F7  :Private
-D7-BE  :Wavelab Global Inc.
-69-75  :Angler Labs Inc
-24-48  :SpiderCloud Wireless, Inc
-03-C9  :Shenzhen YOUHUA Technology Co., Ltd
-DB-43  :Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.
-58-A8  :zte corporation
-71-C4  :zte corporation
-F0-7B  :ALPS ELECTRIC CO.,LTD.
-80-AA  :Ransnet Singapore Pte Ltd
-EB-AE  :Ridgeline Instruments
-9E-B4  :Hon Hai Precision Ind. Co.,Ltd.
-97-0B  :Xiaomi Communications Co Ltd
-CC-2E  :Xiaomi Communications Co Ltd
-E2-35  :Xiaomi Communications Co Ltd
-A4-ED  :Xiaomi Communications Co Ltd
-8B-32  :Xiaomi Communications Co Ltd
-60-BD  :Enginuity Communications
-83-F3  :AMPAK Technology, Inc.
-7C-69  :Avaya Inc
-DB-F2  :Dell Inc.
-00-48  :Seiko Epson Corporation
-BF-C0  :HUAWEI TECHNOLOGIES CO.,LTD
-8C-F8  :HUAWEI TECHNOLOGIES CO.,LTD
-B5-6C  :Xi'an NovaStar Tech Co., Ltd
-3C-E9  :Tsingtong Technologies Co, Ltd.
-B6-48  :ZENNER
-10-C6  :Taicang T&W Electronics
-4C-C8  :Echodyne Corp
-8F-EE  :Verizon Telematics
-4A-1F  :SICHUAN TIANYI COMHEART TELECOMCO., LTD
-8D-DB  :Cisco Meraki
-F9-63  :Hangzhou H3C Technologies Co., Limited
-E4-AB  :Apple, Inc.
-40-4E  :Apple, Inc.
-0C-5C  :Apple, Inc.
-20-0B  :Apple, Inc.
-B6-E9  :Nintendo Co.,Ltd
-09-AF  :Masimo Corporation
-E0-6C  :Ultra Electronics Command & Control Systems
-90-58  :Ultra Electronics Command & Control Systems
-98-3A  :Leeman International (HongKong) Limited
-EC-EF  :Soraa, Inc.
-2D-84  :i4C Innovations
-9F-7A  :Chiun Mai Communication Systems, Inc
-62-46  :Comat AG
-AA-55  :Hunan Comtom Electronic Incorporated Co.,Ltd
-2F-FD  :LT SECURITY INC
-0D-2C  :Net2Edge Limited
-E1-54  :Beijing Unisound Information Technology Co.,Ltd.
-C6-58  :PHYTRONIX Co.,Ltd.
-45-4C  :Light Labs, Inc.
-94-BB  :HUAWEI TECHNOLOGIES CO.,LTD
-FF-98  :HUAWEI TECHNOLOGIES CO.,LTD
-04-B8  :HUAWEI TECHNOLOGIES CO.,LTD
-B1-F8  :HUAWEI TECHNOLOGIES CO.,LTD
-AB-C5  :Intel Corporate
-62-DF  :DS Global. Co., LTD
-D2-13  :CviLux Corporation
-D4-37  :Inteno Broadband Technology AB
-AF-58  :GIMASI SA
-07-1C  :AT&T
-9A-A4  :Eolo SpA
-21-83  :ANDRITZ HYDRO GmbH
-04-D2  :Kirale Technologies SL
-3E-5D  :Sagemcom Broadband SAS
-9C-E3  :KodaCloud Canada, Inc
-2D-21  :Tenda Technology Co.,Ltd.Dongguan branch
-78-D7  :SHENZHEN FAST TECHNOLOGIES CO.,LTD
-BD-3E  :Beijing Xiaomi Electronics Co., Ltd.
-4D-54  :ASUSTek COMPUTER INC.
-96-72  :TP-LINK TECHNOLOGIES CO.,LTD.
-17-9B  :CHANT SINCERE CO.,LTD
-00-27  :PCS Systemtechnik GmbH
-84-46  :Ericsson AB
-A1-C2  :Ericsson AB
-F1-EC  :AMPAK Technology, Inc.
-C4-6C  :Senseit
-56-11  :ARRIS Group, Inc.
-89-51  :LCFC(HeFei) Electronics Technology co., ltd
-75-88  :HUAWEI TECHNOLOGIES CO.,LTD
-3F-8F  :HUAWEI TECHNOLOGIES CO.,LTD
-A7-49  :Palo Alto Networks 
-DE-F2  :Shenzhen ECOM Technology Co. Ltd
-D0-71  :ECHELON CORP.
-40-61  :Nokia
-30-C5  :CADENCE DESIGN SYSTEMS, INC.
-E3-F6  :Alcatel-Lucent
-67-F7  :Extreme Networks
-C2-05  :BIONIME
-61-CF  :Texas Instruments
-C7-99  :Extreme Networks
-0E-8B  :Extreme Networks
-E0-2B  :Extreme Networks
-29-5A  :GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
-39-5E  :Samsung Electronics Co.,Ltd
-26-64  :Sagemcom Broadband SAS
-02-DC  :Amazon Technologies Inc.
-47-C9  :Amazon Technologies Inc.
-7D-EB  :Shanghai Notion Information Technology CO.,LTD.
-EF-01  :Private
-75-48  :Amazon Technologies Inc.
-63-BE  :Amazon Technologies Inc.
-A4-CA  :Apple, Inc.
-8F-E9  :Apple, Inc.
-FA-7F  :Preh Car Connect GmbH
-6C-E9  :Sagemcom Broadband SAS
-81-D8  :Sagemcom Broadband SAS
-E4-12  :Sagemcom Broadband SAS
-1E-78  :Sagemcom Broadband SAS
-37-B7  :Sagemcom Broadband SAS
-14-BF  :Cisco-Linksys, LLC
-8D-C1  :Apple, Inc.
-CA-DA  :Apple, Inc.
-57-9B  :Wistron Neweb Corporation
-36-A9  :Fibocom Wireless Inc. 
-16-F0  :HUAWEI TECHNOLOGIES CO.,LTD
-DB-50  :HUAWEI TECHNOLOGIES CO.,LTD
-00-BA  :HUAWEI TECHNOLOGIES CO.,LTD
-DB-CA  :Apple, Inc.
-4B-ED  :Apple, Inc.
-BB-73  :Shenzhen Xinguodu Technology Co., Ltd.
-CF-5B  :ICOMM HK LIMITED
-03-04  :Google, Inc.
-AC-C0  :Hewlett Packard
-90-66  :SmartRG, Inc.
-19-5B  :D-Link Corporation
-0D-88  :D-Link Corporation
-13-46  :D-Link Corporation
-55-32  :Gotech International Technology Limited
-24-01  :D-Link Corporation
-AF-F7  :D-Link International
-A3-86  :D-Link International
-D3-A3  :D-Link International
-19-B6  :Hangzhou Hikvision Digital Technology Co.,Ltd.
-56-E3  :Hangzhou Hikvision Digital Technology Co.,Ltd.
-E7-D8  :SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.
-EF-D5  :Panda Wireless, Inc.
-2C-7A  :Shenzhen Horn Audio Co.,Ltd.
-B8-D0  :Dongguan Koppo Electronic Co.,Ltd
-E7-D8  :HTC Corporation
-B3-77  :HTC Corporation
-CE-F6  :HTC Corporation
-0B-1A  :HTC Corporation
-8D-16  :HUAWEI TECHNOLOGIES CO.,LTD
-18-88  :zte corporation
-02-DF  :ORA Inc.
-FC-38  :Giantec Semiconductor Inc
-67-98  :InTalTech Ltd.
-BF-9C  :Hewlett Packard
-5A-DA  :Hewlett Packard
-10-83  :Hewlett Packard
-01-E6  :Hewlett Packard
-40-44  :RackTop Systems Inc.
-98-D8  :MERITECH CO.,LTD
-0C-F1  :Intel Corporation
-0E-0C  :Intel Corporation
-0F-64  :Intel Corporate
-A1-00  :Intel Corporate
-65-9C  :Intel Corporate
-02-B5  :Intel Corporate
-68-BC  :Private
-1E-A1  :Hewlett Packard
-D3-85  :Hewlett Packard
-A9-05  :Hewlett Packard
-23-7D  :Hewlett Packard
-26-55  :Hewlett Packard
-15-60  :Hewlett Packard
-80-23  :Hewlett Packard
-51-06  :Hewlett Packard
-B9-01  :Hewlett Packard
-4A-3E  :Hewlett Packard
-59-E5  :Hewlett Packard
-B6-54  :Hewlett Packard
-EA-A7  :Hewlett Packard
-39-35  :Hewlett Packard
-EB-74  :HUMAX Co., Ltd.
-B5-6B  :HUMAX Co., Ltd.
-09-37  :HUMAX Co., Ltd.
-3D-EC  :HUMAX Co., Ltd.
-4D-D0  :HUAWEI TECHNOLOGIES CO.,LTD
-1F-CC  :Brocade Communications Systems, Inc.
-04-67  :SNK Technologies Co.,Ltd.
-5F-23  :Qinghai Kimascend Electronics Technology Co. Ltd.
-7D-50  :Shenzhen Kang Ying Technology Co.Ltd.
-EF-FE  :Fullpower Technologies, Inc.
-52-DC  :WORLD MEDIA AND TECHNOLOGY Corp.
-D1-8C  :Apple, Inc.
-25-EF  :Apple, Inc.
-09-95  :HUAWEI TECHNOLOGIES CO.,LTD
-7F-3C  :HUAWEI TECHNOLOGIES CO.,LTD
-8E-5C  :HUAWEI TECHNOLOGIES CO.,LTD
-77-2B  :HUAWEI TECHNOLOGIES CO.,LTD
-E3-FB  :HUAWEI TECHNOLOGIES CO.,LTD
-02-1F  :HUAWEI TECHNOLOGIES CO.,LTD
-34-FE  :HUAWEI TECHNOLOGIES CO.,LTD
-2D-B3  :HUAWEI TECHNOLOGIES CO.,LTD
-63-61  :HUAWEI TECHNOLOGIES CO.,LTD
-01-13  :HUAWEI TECHNOLOGIES CO.,LTD
-72-3C  :HUAWEI TECHNOLOGIES CO.,LTD
-7D-5E  :HUAWEI TECHNOLOGIES CO.,LTD
-8B-EF  :HUAWEI TECHNOLOGIES CO.,LTD
-F3-A3  :HUAWEI TECHNOLOGIES CO.,LTD
-E8-7B  :HUAWEI TECHNOLOGIES CO.,LTD
-8F-84  :HUAWEI TECHNOLOGIES CO.,LTD
-94-71  :Brocade Communications Systems, Inc.
-4E-24  :Brocade Communications Systems, Inc.
-EB-1A  :Brocade Communications Systems, Inc.
-27-F8  :Brocade Communications Systems, Inc.
-05-33  :Brocade Communications Systems, Inc.
-60-DF  :Brocade Communications Systems, Inc.
-AC-0A  :zte corporation
-26-ED  :zte corporation
-22-93  :zte corporation
-D7-33  :TP-LINK TECHNOLOGIES CO.,LTD.
-A5-D0  :Murata Manufacturing Co., Ltd.
-C9-B2  :Quanergy Systems Inc
-CE-02  :WyreStorm Technologies Ltd
-02-AF  :Murata Manufacturing Co., Ltd.
-26-E8  :Murata Manufacturing Co., Ltd.
-CB-30  :HUAWEI TECHNOLOGIES CO.,LTD
-6A-89  :HUAWEI TECHNOLOGIES CO.,LTD
-08-ED  :HUAWEI TECHNOLOGIES CO.,LTD
-9F-27  :HUAWEI TECHNOLOGIES CO.,LTD
-96-A0  :HUAWEI TECHNOLOGIES CO.,LTD
-A5-1B  :HUAWEI TECHNOLOGIES CO.,LTD
-C7-14  :HUAWEI TECHNOLOGIES CO.,LTD
-6E-D4  :HUAWEI TECHNOLOGIES CO.,LTD
-12-90  :Avaya Inc
-15-47  :Avaya Inc
-61-84  :Avaya Inc
-AD-AB  :Avaya Inc
-A9-5A  :Avaya Inc
-3A-73  :Avaya Inc
-F9-38  :HUAWEI TECHNOLOGIES CO.,LTD
-48-EF  :HUAWEI TECHNOLOGIES CO.,LTD
-FB-06  :HUAWEI TECHNOLOGIES CO.,LTD
-B1-10  :HUAWEI TECHNOLOGIES CO.,LTD
-53-B5  :HUAWEI TECHNOLOGIES CO.,LTD
-21-27  :TP-LINK TECHNOLOGIES CO.,LTD.
-E6-FC  :TP-LINK TECHNOLOGIES CO.,LTD.
-5D-4C  :TP-LINK TECHNOLOGIES CO.,LTD.
-1A-67  :TP-LINK TECHNOLOGIES CO.,LTD.
-F3-36  :TP-LINK TECHNOLOGIES CO.,LTD.
-B3-2D  :TP-LINK TECHNOLOGIES CO.,LTD.
-78-16  :Cisco Systems, Inc
-13-10  :Cisco-Linksys, LLC
-23-BE  :Cisco SPVTG
-D4-6F  :Cisco SPVTG
-37-4C  :Cisco SPVTG
-C8-10  :Cisco SPVTG
-44-87  :Cisco SPVTG
-58-29  :Cisco SPVTG
-1D-70  :Cisco SPVTG
-21-4F  :ALPS ELECTRIC CO.,LTD.
-E0-36  :PIONEER CORPORATION
-AE-5E  :ALPS ELECTRIC CO.,LTD.
-C7-31  :ALPS ELECTRIC CO.,LTD.
-38-0E  :ALPS ELECTRIC CO.,LTD.
-D4-BD  :ALPS ELECTRIC CO.,LTD.
-00-0C  :Cisco Systems, Inc
-40-96  :Cisco Systems, Inc
-F7-0D  :Cisco Systems, Inc
-7D-47  :Cisco Systems, Inc
-B1-90  :Cisco Systems, Inc
-B2-E5  :Cisco Systems, Inc
-8B-9D  :Cisco Systems, Inc
-ED-18  :Cisco Systems, Inc
-BD-1D  :Cisco Systems, Inc
-CE-C1  :Cisco Systems, Inc
-B2-61  :Cisco Systems, Inc
-E4-22  :Cisco Systems, Inc
-50-BD  :Cisco Systems, Inc
-90-86  :Cisco Systems, Inc
-50-54  :Cisco Systems, Inc
-0E-23  :Cisco Systems, Inc
-E6-BA  :ASUSTek COMPUTER INC.
-AE-C5  :ASUSTek COMPUTER INC.
-BF-48  :ASUSTek COMPUTER INC.
-0C-0D  :Cisco Systems, Inc
-38-61  :Cisco Systems, Inc
-99-89  :Cisco Systems, Inc
-0A-20  :Cisco Systems, Inc
-50-D1  :Cisco Systems, Inc
-50-0B  :Cisco Systems, Inc
-50-73  :Cisco Systems, Inc
-60-3E  :Cisco Systems, Inc
-E0-34  :Cisco Systems, Inc
-18-68  :Cisco SPVTG
-75-56  :Cisco Systems, Inc
-73-5C  :Cisco Systems, Inc
-99-47  :Cisco Systems, Inc
-C5-37  :Apple, Inc.
-CD-60  :Apple, Inc.
-AB-81  :Apple, Inc.
-1F-AA  :Apple, Inc.
-67-06  :Apple, Inc.
-07-54  :Apple, Inc.
-CE-8F  :Apple, Inc.
-04-0B  :Apple, Inc.
-C7-5D  :Apple, Inc.
-3C-FC  :Apple, Inc.
-6A-B8  :Apple, Inc.
-C3-A1  :Apple, Inc.
-E1-6D  :Cisco Systems, Inc
-C2-88  :Cisco Systems, Inc
-AC-F1  :Cisco Systems, Inc
-5B-39  :Cisco Systems, Inc
-6F-90  :Cisco Systems, Inc
-D1-73  :Cisco Systems, Inc
-A0-2F  :Cisco Systems, Inc
-7C-69  :Cisco Systems, Inc
-9C-E2  :Cisco Systems, Inc
-A6-E8  :Cisco Systems, Inc
-78-2E  :Apple, Inc.
-05-02  :Apple, Inc.
-10-FA  :Apple, Inc.
-03-93  :Apple, Inc.
-16-CB  :Apple, Inc.
-17-F2  :Apple, Inc.
-1B-63  :Apple, Inc.
-1E-C2  :Apple, Inc.
-26-08  :Apple, Inc.
-6D-62  :Apple, Inc.
-D3-2D  :Apple, Inc.
-30-62  :Apple, Inc.
-2C-03  :Apple, Inc.
-20-56  :Cisco Systems, Inc
-16-65  :Cisco Systems, Inc
-AD-D9  :Cisco Systems, Inc
-27-24  :Cisco Systems, Inc
-41-6A  :Cisco Systems, Inc
-72-EA  :Cisco Systems, Inc
-68-03  :Cisco Systems, Inc
-9F-70  :Apple, Inc.
-37-14  :Apple, Inc.
-33-1A  :Apple, Inc.
-F6-A3  :Apple, Inc.
-1D-72  :Apple, Inc.
-EC-E4  :Apple, Inc.
-C9-86  :Apple, Inc.
-FC-48  :Apple, Inc.
-57-BE  :Hangzhou Hikvision Digital Technology Co.,Ltd.
-D5-9C  :Thai Habel Industrial Co., Ltd.
-A3-86  :SHENZHEN CHUANGWEI-RGB ELECTRONICS CO.,LTD
-F2-49  :Hitron Technologies. Inc
-C3-61  :Apple, Inc.
-7F-3E  :Apple, Inc.
-0B-5C  :Apple, Inc.
-B9-31  :Apple, Inc.
-A2-E1  :Apple, Inc.
-EA-96  :Apple, Inc.
-03-08  :Apple, Inc.
-F1-3E  :Apple, Inc.
-72-4F  :Apple, Inc.
-74-6E  :Apple, Inc.
-AB-8E  :Apple, Inc.
-6D-F8  :Apple, Inc.
-D7-05  :Apple, Inc.
-D0-F8  :Apple, Inc.
-D6-BB  :Apple, Inc.
-B1-99  :Apple, Inc.
-E6-82  :Apple, Inc.
-49-71  :Apple, Inc.
-FE-94  :Apple, Inc.
-00-4D  :Apple, Inc.
-B8-E3  :Apple, Inc.
-92-9F  :Apple, Inc.
-53-95  :Apple, Inc.
-04-EB  :Apple, Inc.
-FD-94  :Apple, Inc.
-85-50  :Apple, Inc.
-F4-6F  :Apple, Inc.
-7E-61  :Apple, Inc.
-F8-1D  :Apple, Inc.
-7C-5F  :Apple, Inc.
-E9-F1  :Apple, Inc.
-E9-98  :Apple, Inc.
-99-BF  :Apple, Inc.
-64-4B  :Apple, Inc.
-96-8A  :Apple, Inc.
-8D-79  :Apple, Inc.
-7D-74  :Apple, Inc.
-F1-5A  :Apple, Inc.
-26-65  :Apple, Inc.
-B4-3A  :Apple, Inc.
-9C-70  :Apple, Inc.
-70-45  :Apple, Inc.
-E0-C3  :Mangstor, Inc.
-A4-23  :Sagemcom Broadband SAS
-69-87  :zte corporation
-68-5D  :Tempo Australia Pty Ltd
-9C-85  :August Home, Inc.
-CF-43  :HUIZHOU CITY HUIYANG DISTRICT MEISIQI INDUSTRY DEVELOPMENT CO,.LTD
-82-A8  :Microsoft
-EF-04  :DAIHAN Scientific Co., Ltd.
-96-45  :WUXI SKY CHIP INTERCONNECTION TECHNOLOGY CO.,LTD.
-E3-B6  :Fiberhome Telecommunication Technologies Co.,LTD
-88-AD  :Fiberhome Telecommunication Technologies Co.,LTD
-C2-C6  :Shanghai Airm2m Communication Technology Co., Ltd
-64-E7  :MOCACARE Corporation
-7C-2D  :Leie IOT technology Co., Ltd
-86-2E  :JDM MOBILE INTERNET SOLUTION CO., LTD.
-38-8F  :HUAWEI TECHNOLOGIES CO.,LTD
-9C-31  :HUAWEI TECHNOLOGIES CO.,LTD
-C9-9B  :Recore Systems
-B5-59  :CNEX Labs
-CF-7F  :Espressif Inc.
-05-46  :Foctek Photonics, Inc.
-58-C5  :ZF TRW Automotive
-41-69  :GoPro
-C5-1B  :Zhuhai Pantum Electronics Co., Ltd.
-73-D6  :Logitech
-07-34  :Champion Optical Network Engineering, LLC
-EB-B2  :Dongguan Sen DongLv Electronics Co.,Ltd
-32-99  :Lenovo (Beijing) Co., Ltd.
-45-CD  :Siselectron Technology LTD.
-C1-93  :SKYBELL, INC
-9B-CD  :Apple, Inc.
-B0-E7  :Apple, Inc.
-20-E8  :Apple, Inc.
-35-C8  :HUAWEI TECHNOLOGIES CO.,LTD
-FF-36  :Ruckus Wireless
-72-08  :Bragi GmbH
-9A-42  :Technomate Ltd
-9D-0B  :BQ
-CB-27  :Galore Networks Pvt. Ltd.
-D3-2D  :devolo AG
-79-4A  :BLU Products Inc.
-FD-56  :WOORISYSTEMS CO., Ltd
-39-74  :Proware Technologies Co., Ltd.
-55-B4  :SAI Technology Inc.
-A6-9D  :Whaley Technology Co.Ltd
-26-06  :CarePredict, Inc.
-AE-2B  :Microsoft
-EB-77  :Wistron Corporation
-89-81  :Chengdu InnoThings Technology Co., Ltd.
-29-3D  :Shenzhen Urovo Technology Co.,Ltd.
-6F-A9  :NANJING PUTIAN TELECOMMUNICATIONS TECHNOLOGY CO.,LTD.
-B3-70  :Gigaset Digital Technology (Shenzhen) Co., Ltd.
-2F-EF  :UTT Technologies Co., Ltd.
-21-E5  :Toshiba
-FD-A3  :Everysight LTD.
-D4-C8  :Widex A/S
-72-60  :IOTTECH Corp
-97-5A  :SHENZHEN FAST TECHNOLOGIES CO.,LTD
-48-22  :Sony Mobile Communications AB
-BF-09  :HUAWEI TECHNOLOGIES CO.,LTD
-B2-65  :DAEHO I&T
-1F-EB  :BinCube
-5F-4C  :Argox Information Co., Ltd.
-70-C6  :Shanghai Xiaoyi Technology Co., Ltd.
-3B-2A  :ABB Xiamen Low Voltage Equipment Co.,Ltd.
-A6-5C  :Supercomputing Systems AG
-B3-95  :HUAWEI TECHNOLOGIES CO.,LTD
-12-F5  :D-Link International
-F4-36  :zte corporation
-9B-5B  :Maquet GmbH
-61-BE  :Melec Inc.
-B8-0A  :D-Link International
-AD-DD  :Sonavation, Inc.
-9A-71  :XIAMEN MEITU MOBILE TECHNOLOGY CO.LTD
-0B-40  :MIOS ELETTRONICA SRL
-4A-0C  :Sercomm Corporation
-25-16  :SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.
-5C-7A  :Sartura d.o.o.
-37-F4  :HUAWEI TECHNOLOGIES CO.,LTD
